Datetime,Close,High,Low,Open,Volume,MA_20,MA_50,RSI,MACD,MACD_signal,MACD_hist
2026-01-23 05:45:00+00:00,25265.25,25289.900390625,25264.849609375,25285.30078125,0,25282.07490234375,25288.0559375,68.01864800316442,-3.0065789538202807,-1.0266879420877812,-1.9798910117324997
2026-01-23 05:50:00+00:00,25264.75,25275.94921875,25254.80078125,25265.099609375,0,25281.02744140625,25287.15955528846,67.86924487257154,-3.895196099561872,-1.6003895735825997,-2.2948065259792725
2026-01-23 05:55:00+00:00,25275.30078125,25278.19921875,25263.30078125,25265.900390625,0,25279.77998046875,25286.720341435182,69.39680317802896,-3.705358651357528,-2.0213833891375854,-1.6839752622199429
2026-01-23 06:00:00+00:00,25256.400390625,25279.349609375,25255.599609375,25275.849609375,0,25278.52998046875,25285.63748604911,63.5666860630332,-5.022122767135443,-2.6215312647371567,-2.400591502398286
2026-01-23 06:05:00+00:00,25229.099609375,25259.25,25229.099609375,25256.44921875,0,25275.4375,25283.687904094822,56.21960872660502,-8.174383495828806,-3.732101710955487,-4.44228178487332
2026-01-23 06:10:00+00:00,25211.599609375,25230.55078125,25210.400390625,25229.69921875,0,25271.62001953125,25281.2849609375,52.06545675732277,-11.9469594684997,-5.37507326246433,-6.571886206035369
2026-01-23 06:15:00+00:00,25193.349609375,25215.80078125,25193.349609375,25211.44921875,0,25267.40498046875,25278.44833669355,48.0758419795897,-16.222374154000136,-7.544533440771492,-8.677840713228644
2026-01-23 06:20:00+00:00,25207.44921875,25224.650390625,25191.599609375,25193.44921875,0,25263.69248046875,25276.22961425781,51.18783252745763,-18.26243249986146,-9.688113252589488,-8.574319247271974
2026-01-23 06:25:00+00:00,25215.19921875,25218.150390625,25202.94921875,25208.05078125,0,25261.3849609375,25274.38020833333,52.86021537740799,-19.03441630359885,-11.557373862791358,-7.477042440807487
2026-01-23 06:30:00+00:00,25219.150390625,25223.30078125,25198.150390625,25214.75,0,25259.13251953125,25272.755801930147,53.73059837419189,-19.107137295944995,-13.067326549422086,-6.0398107465229085
2026-01-23 06:35:00+00:00,25189.55078125,25218.55078125,25186.849609375,25218.55078125,0,25254.03759765625,25270.378515625,46.76458044267169,-21.307589678315708,-14.715379175200813,-6.592210503114895
2026-01-23 06:40:00+00:00,25185.19921875,25195.80078125,25183.94921875,25190.849609375,0,25248.10751953125,25268.01242404514,45.8239917401594,-23.135902488676948,-16.399483837896042,-6.736418650780905
2026-01-23 06:45:00+00:00,25219.599609375,25220.349609375,25185.94921875,25185.94921875,0,25244.08251953125,25266.703969594597,53.74443578954831,-21.5604935866686,-17.431685787650554,-4.128807799018045
2026-01-23 06:50:00+00:00,25203.650390625,25222.94921875,25203.400390625,25220.349609375,0,25239.59755859375,25265.04466488487,50.08816484117003,-21.352797582683703,-18.215908146657185,-3.1368894360265216
2026-01-23 06:55:00+00:00,25205.650390625,25218.05078125,25194.0,25204.55078125,0,25236.0826171875,25263.52173477564,50.54253725947415,-20.78719190910124,-18.730164899146,-2.0570270099552417
2026-01-23 07:00:00+00:00,25211.150390625,25220.5,25199.44921875,25205.30078125,0,25232.73759765625,25262.21245117188,51.84092363191318,-19.668416046220955,-18.91781512856099,-0.7506009176599662
2026-01-23 07:05:00+00:00,25216.650390625,25217.80078125,25202.599609375,25210.0,0,25229.692578125,25261.10118140244,53.16504236906104,-18.128994318369223,-18.760050966522638,0.631056648153411
2026-01-23 07:10:00+00:00,25223.05078125,25236.599609375,25207.05078125,25216.55078125,0,25227.555078125,25260.19521949405,54.72507956070044,-16.20572397668002,-18.24918556855411,2.043461591874092
2026-01-23 07:15:00+00:00,25210.75,25243.80078125,25208.150390625,25223.30078125,0,25224.38505859375,25259.045330668603,51.19561760250573,-15.495466526903328,-17.698441760223954,2.2029752333206254
2026-01-23 07:20:00+00:00,25229.099609375,25229.75,25202.19921875,25212.05078125,0,25221.59501953125,25258.36474609375,55.7775025594843,-13.298623998991388,-16.818478207977442,3.519854208986054
2026-01-23 07:25:00+00:00,25202.94921875,25229.75,25200.900390625,25229.75,0,25218.47998046875,25257.13328993056,48.75289863655128,-13.51197085462627,-16.15717673730721,2.6452058826809406
2026-01-23 07:30:00+00:00,25194.30078125,25213.30078125,25191.69921875,25203.94921875,0,25214.95751953125,25255.767365828804,46.6599839932813,-14.215044221811697,-15.768750234208108,1.5537060123964128
2026-01-23 07:35:00+00:00,25187.25,25198.5,25180.55078125,25194.05078125,0,25210.55498046875,25254.309549534573,44.96520931338806,-15.166345857393026,-15.648269358845091,0.4819235014520657
2026-01-23 07:40:00+00:00,25196.400390625,25200.349609375,25183.900390625,25187.75,0,25207.55498046875,25253.10310872396,47.624015365666985,-15.008886110539606,-15.520392709183996,0.5115065986443899
2026-01-23 07:45:00+00:00,25148.94921875,25197.349609375,25143.05078125,25196.650390625,0,25203.5474609375,25250.97751913265,37.50514228647463,-18.49975744294352,-16.1162656559359,-2.383491787007617
2026-01-23 07:50:00+00:00,25128.0,25149.55078125,25124.94921875,25148.55078125,0,25199.36748046875,25248.51796875,34.063965995128015,-22.695109897755174,-17.432034504299757,-5.263075393455416
2026-01-23 07:55:00+00:00,25124.599609375,25148.25,25121.5,25127.75,0,25195.92998046875,25245.5039453125,33.52625756703894,-25.99468945041372,-19.14456549352255,-6.850123956891167
2026-01-23 08:00:00+00:00,25070.650390625,25125.80078125,25068.099609375,25125.599609375,0,25189.0900390625,25240.5149609375,26.40471401711677,-32.58723573012321,-21.83309954084268,-10.75413618928053
2026-01-23 08:05:00+00:00,25062.55078125,25077.150390625,25056.599609375,25072.25,0,25181.4576171875,25234.873984375,25.527977563107484,-38.02709426715956,-25.071898486106058,-12.955195781053495
2026-01-23 08:10:00+00:00,25049.55078125,25081.400390625,25047.849609375,25063.30078125,0,25172.97763671875,25229.5569921875,24.142396509662436,-42.89277153387593,-28.63607309566004,-14.256698438215892
2026-01-23 08:15:00+00:00,25057.099609375,25067.5,25044.150390625,25049.25,0,25166.355078125,25224.608984375,26.632625988706764,-45.61391960997571,-32.031642398523175,-13.582277211452537
2026-01-23 08:20:00+00:00,25063.69921875,25068.400390625,25050.349609375,25057.44921875,0,25160.280078125,25220.168984375,28.832242200049407,-46.69959191762973,-34.96523230234449,-11.734359615285245
2026-01-23 08:25:00+00:00,25049.94921875,25070.5,25046.75,25063.25,0,25151.79755859375,25215.16296875,27.01497943224005,-48.11486689465164,-37.595159220805925,-10.519707673845716
2026-01-23 08:30:00+00:00,25065.30078125,25068.44921875,25046.80078125,25049.80078125,0,25144.880078125,25210.8409765625,32.156395993465765,-47.45075692628234,-39.56627876190121,-7.884478164381129
2026-01-23 08:35:00+00:00,25067.69921875,25075.25,25051.849609375,25065.650390625,0,25137.98251953125,25206.3759765625,32.951092433948304,-46.19836513424161,-40.89269603636929,-5.305669097872325
2026-01-23 08:40:00+00:00,25063.400390625,25078.05078125,25056.400390625,25068.150390625,0,25130.59501953125,25201.885,32.22254381507943,-45.03359585832004,-41.72087600075944,-3.3127198575606016
2026-01-23 08:45:00+00:00,25060.099609375,25095.150390625,25053.150390625,25064.05078125,0,25122.76748046875,25197.533984375,31.644006295217,-43.87113415087879,-42.15092763078331,-1.7202065200954806
2026-01-23 08:50:00+00:00,25044.75,25066.900390625,25041.349609375,25060.150390625,0,25113.85244140625,25192.795,29.03343590009717,-43.68488787267779,-42.4577196791622,-1.2271681935155885
2026-01-23 08:55:00+00:00,25069.349609375,25089.650390625,25043.94921875,25045.19921875,0,25106.782421875,25188.955,37.87850823678379,-41.078772942488285,-42.181930331827424,1.1031573893391382
2026-01-23 09:00:00+00:00,25088.75,25100.150390625,25068.19921875,25069.94921875,0,25099.76494140625,25185.446015625,43.824960582044085,-37.02120133259814,-41.14978453198157,4.128583199383428
2026-01-23 09:05:00+00:00,25088.19921875,25094.650390625,25063.69921875,25088.25,0,25094.02744140625,25181.381015625,43.69707493965733,-33.46423517006042,-39.61267465959734,6.148439489536919
2026-01-23 09:10:00+00:00,25083.650390625,25107.80078125,25083.650390625,25087.150390625,0,25088.494921875,25176.9780078125,42.59164869699099,-30.65894899376872,-37.82192952643162,7.1629805326629
2026-01-23 09:15:00+00:00,25058.349609375,25100.80078125,25057.30078125,25089.150390625,0,25082.04990234375,25172.1430078125,36.98703134695438,-30.12998141697244,-36.283539904539786,6.153558487567345
2026-01-23 09:20:00+00:00,25077.05078125,25085.80078125,25058.150390625,25058.150390625,0,25076.082421875,25167.81703125,42.96162325021304,-27.880355144079655,-34.602902952447764,6.722547808368105
2026-01-23 09:25:00+00:00,25090.650390625,25106.150390625,25079.349609375,25079.349609375,0,25073.16748046875,25164.1110546875,46.90420518616411,-24.71523346851609,-32.62536905566143,7.910135587145341
2026-01-23 09:30:00+00:00,25060.25,25096.0,25055.849609375,25093.900390625,0,25069.77998046875,25159.7550390625,40.2128268314783,-24.37888458773523,-30.976072162076196,6.597187574340964
2026-01-23 09:35:00+00:00,25029.94921875,25061.05078125,25028.849609375,25060.55078125,0,25065.0474609375,25154.8030078125,34.87273035444811,-26.254697677290096,-30.03179726511897,3.777099587828879
2026-01-23 09:40:00+00:00,25045.849609375,25048.69921875,25029.900390625,25031.900390625,0,25063.807421875,25150.403984375,39.41904282296458,-26.156745744014188,-29.25678696089802,3.100041216883831
2026-01-23 09:45:00+00:00,25039.25,25062.849609375,25025.55078125,25046.5,0,25062.6423828125,25145.7059765625,38.22628140396903,-26.30838476929057,-28.66710652257653,2.3587217532859626
2026-01-23 09:50:00+00:00,25048.0,25049.80078125,25034.69921875,25040.849609375,0,25062.56484375,25140.96796875,40.78461159698056,-25.429373922779632,-28.019560002617155,2.5901860798375225
2026-01-23 09:55:00+00:00,25064.75,25074.5,25045.900390625,25049.599609375,0,25062.94736328125,25136.95796875,45.442595603141335,-23.114714439925592,-27.038590890078844,3.923876450153252
2026-01-27 03:45:00+00:00,25009.94921875,25123.44921875,25007.849609375,25079.0,0,25060.25986328125,25131.861953125,35.581160137608734,-25.409391532386508,-26.71275101854038,1.303359486153873
2026-01-27 03:50:00+00:00,24946.400390625,25008.69921875,24938.849609375,25007.5,0,25055.082421875,25125.2839453125,27.99443714648038,-31.98707193637165,-27.76761520210664,-4.219456734265012
2026-01-27 03:55:00+00:00,24958.55078125,24970.69921875,24933.05078125,24946.30078125,0,25049.744921875,25119.326953125,31.02279432852056,-35.80673827782448,-29.375439817250207,-6.431298460574272
2026-01-27 04:00:00+00:00,24989.5,25000.19921875,24940.19921875,24958.400390625,0,25045.8349609375,25114.5349609375,38.15744339739786,-35.922416812834854,-30.68483521636714,-5.237581596467713
2026-01-27 04:05:00+00:00,25091.5,25095.150390625,24977.80078125,24989.94921875,0,25047.23994140625,25112.13296875,54.7641899021727,-27.46692373555925,-30.041252920205565,2.5743291846463165
2026-01-27 04:10:00+00:00,25147.599609375,25147.599609375,25064.75,25090.650390625,0,25051.61494140625,25111.21796875,60.97174525758043,-16.054053782019764,-27.24381309256841,11.189759310548643
2026-01-27 04:15:00+00:00,25152.19921875,25160.44921875,25121.0,25148.80078125,0,25056.98740234375,25110.11296875,61.43897724715928,-6.562473967627739,-23.10754526758028,16.54507129995254
2026-01-27 04:20:00+00:00,25137.25,25158.75,25126.400390625,25151.75,0,25060.382421875,25108.553984375,58.968091083905314,-0.2437952786567621,-18.534795269795577,18.29099999113881
2026-01-27 04:25:00+00:00,25108.900390625,25141.30078125,25100.94921875,25139.05078125,0,25061.38994140625,25106.348984375,54.49242040036495,2.448007450919249,-14.338234725652612,16.78624217657186
2026-01-27 04:30:00+00:00,25130.30078125,25152.349609375,25111.0,25111.0,0,25063.49501953125,25105.163984375,57.13715073628489,6.236225850720075,-10.223342610378076,16.45956846109815
2026-01-27 04:35:00+00:00,25099.44921875,25133.19921875,25083.349609375,25130.19921875,0,25064.2849609375,25103.448984375,52.40847704740758,6.672041823774634,-6.844265723547535,13.51630754732217
2026-01-27 04:40:00+00:00,25128.44921875,25131.599609375,25086.900390625,25099.900390625,0,25067.78994140625,25101.6259765625,56.08735890730092,9.250848733448947,-3.6252428321482393,12.876091565597186
2026-01-27 04:45:00+00:00,25176.599609375,25184.0,25123.5,25129.349609375,0,25072.7673828125,25101.0849609375,61.41992025117091,15.006915521837072,0.1011888386488233,14.905726683188249
2026-01-27 04:50:00+00:00,25161.55078125,25179.0,25158.400390625,25177.0,0,25076.31240234375,25100.20296875,59.00809708578285,18.145159160641924,3.709982903047444,14.43517625759448
2026-01-27 04:55:00+00:00,25117.69921875,25172.349609375,25117.30078125,25161.19921875,0,25079.18486328125,25098.3339453125,52.534470466335726,16.898984271836525,6.34778317680526,10.551201095031264
2026-01-27 05:00:00+00:00,25128.650390625,25133.400390625,25105.75,25117.69921875,0,25084.119921875,25096.5739453125,53.894806165813385,16.60365316354728,8.398957174153665,8.204695989393613
2026-01-27 05:05:00+00:00,25110.650390625,25131.55078125,25108.69921875,25128.30078125,0,25087.3599609375,25094.3259375,51.29272904017305,14.747155535533238,9.66859684642958,5.078558689103659
2026-01-27 05:10:00+00:00,25030.0,25112.349609375,25019.69921875,25112.099609375,0,25086.8974609375,25090.7109375,41.601101163544826,6.690926454775763,9.073062768098817,-2.3821363133230538
2026-01-27 05:15:00+00:00,25041.349609375,25044.75,25012.44921875,25028.849609375,0,25086.56494140625,25086.9559375,43.226812102002576,1.2081981341834762,7.500089841315749,-6.291891707132273
2026-01-27 05:20:00+00:00,24994.69921875,25041.599609375,24979.19921875,25041.599609375,0,25083.06240234375,25082.7909375,38.484563780787,-6.822554054415377,4.635561062169525,-11.458115116584905
2026-01-27 05:25:00+00:00,24983.25,25011.400390625,24979.05078125,24996.400390625,0,25081.72744140625,25078.569921875,37.40011444722546,-13.950032004977402,0.9184424487401396,-14.86847445371754
2026-01-27 05:30:00+00:00,25011.05078125,25021.5,24980.0,24983.849609375,0,25084.9599609375,25075.0459375,41.69631487705279,-17.157537513197894,-2.696753543647468,-14.460783969550429
2026-01-27 05:35:00+00:00,25019.25,25039.80078125,24994.05078125,25008.80078125,0,25087.994921875,25071.5029296875,42.94009102949867,-18.82094417902772,-5.921591670723519,-12.8993525083042
2026-01-27 05:40:00+00:00,25029.400390625,25030.30078125,25013.80078125,25019.94921875,0,25089.98994140625,25069.111953125,44.51804009387198,-19.099981554776605,-8.557269647534136,-10.542711907242468
2026-01-27 05:45:00+00:00,25048.05078125,25057.099609375,25022.099609375,25029.05078125,0,25087.81748046875,25067.51296875,47.39653910066561,-17.613156525181694,-10.368447023063649,-7.244709502118045
2026-01-27 05:50:00+00:00,25039.400390625,25064.849609375,25037.150390625,25049.80078125,0,25082.40751953125,25065.808984375,46.19929660527133,-16.93760503874728,-11.682278626200375,-5.255326412546904
2026-01-27 05:55:00+00:00,25057.69921875,25066.650390625,25030.94921875,25038.650390625,0,25077.68251953125,25065.5499609375,49.12679607227984,-14.755570091667323,-12.296936919293763,-2.458633172373558
2026-01-27 06:00:00+00:00,25063.0,25084.80078125,25052.55078125,25057.75,0,25073.97001953125,25065.5589453125,49.97595497135597,-12.454989562284029,-12.328547447891818,-0.1264421143922085
2026-01-27 06:05:00+00:00,25090.5,25091.650390625,25062.849609375,25063.0,0,25073.05,25066.3779296875,54.24306908722972,-8.316871032853669,-11.526212164884187,3.20934113203052
2026-01-27 06:10:00+00:00,25154.650390625,25157.849609375,25079.44921875,25091.0,0,25074.26748046875,25068.3289453125,62.31802871773291,0.1374338595232984,-9.193482960002692,9.33091681952599
2026-01-27 06:15:00+00:00,25108.150390625,25162.05078125,25107.75,25154.150390625,0,25074.7025390625,25069.21796875,54.77258106277879,3.050209101587825,-6.744744547684589,9.794953649272417
2026-01-27 06:20:00+00:00,25086.75,25109.69921875,25084.19921875,25109.400390625,0,25072.617578125,25069.953984375,51.67175135307109,3.59038408068227,-4.677718822011217,8.268102902693487
2026-01-27 06:25:00+00:00,25103.650390625,25116.94921875,25083.599609375,25088.55078125,0,25068.9701171875,25070.7209765625,53.89175177816849,5.320861346859601,-2.6780027882370536,7.998864135096655
2026-01-27 06:30:00+00:00,25113.650390625,25131.80078125,25092.650390625,25104.0,0,25066.57509765625,25071.64,55.20301161522736,7.413732579942007,-0.6596557146012416,8.073388294543248
2026-01-27 06:35:00+00:00,25115.25,25125.900390625,25114.150390625,25114.55078125,0,25066.45263671875,25072.6769921875,55.42140282730368,9.096563694693032,1.291588167257613,7.804975527435419
2026-01-27 06:40:00+00:00,25120.349609375,25137.650390625,25113.94921875,25116.25,0,25066.03759765625,25073.8819921875,56.15525991617901,10.718163023120724,3.1769031384302355,7.541259884690488
2026-01-27 06:45:00+00:00,25091.94921875,25127.55078125,25091.25,25121.55078125,0,25065.1025390625,25074.8259765625,51.10915915756528,9.600944292993518,4.4617113693428925,5.139232923650625
2026-01-27 06:50:00+00:00,25127.599609375,25135.5,25091.19921875,25092.0,0,25069.98251953125,25075.9909765625,56.40491188866536,11.460123807355558,5.861393856945426,5.598729950410132
2026-01-27 06:55:00+00:00,25102.099609375,25138.19921875,25100.349609375,25127.099609375,0,25073.02001953125,25076.25796875,52.06107143845501,10.75195819829969,6.839506725216278,3.912451473083412
2026-01-27 07:00:00+00:00,25098.80078125,25109.25,25083.099609375,25102.25,0,25078.22509765625,25076.47,51.50843503864672,9.811443774415238,7.433894135056071,2.3775496393591675
2026-01-27 07:05:00+00:00,25086.400390625,25101.80078125,25070.55078125,25099.0,0,25083.3826171875,25076.525,49.38620526638027,7.973557224082469,7.541826752861351,0.4317304712211181
2026-01-27 07:10:00+00:00,25079.55078125,25093.650390625,25076.55078125,25086.099609375,0,25086.8076171875,25076.9490234375,48.20474542673516,5.896343284664908,7.2127300592220625,-1.316386774557154
2026-01-27 07:15:00+00:00,25058.5,25091.80078125,25058.5,25081.19921875,0,25088.7701171875,25076.5780078125,44.66805199233736,2.5224370696232654,6.274671461302304,-3.752234391679038
2026-01-27 07:20:00+00:00,25094.30078125,25100.400390625,25056.5,25060.44921875,0,25092.01513671875,25076.651015625,51.22250008469488,2.706220310603385,5.56098123116252,-2.8547609205591358
2026-01-27 07:25:00+00:00,25088.94921875,25096.849609375,25082.349609375,25094.0,0,25094.06005859375,25077.225,50.264004676659525,2.3924646411724098,4.927277913164499,-2.534813271992089
2026-01-27 07:30:00+00:00,25080.94921875,25090.44921875,25065.150390625,25088.94921875,0,25096.1375,25078.245,48.79409515854002,1.4812034797505476,4.238063026481709,-2.756859546731161
2026-01-27 07:35:00+00:00,25089.599609375,25094.400390625,25074.19921875,25080.69921875,0,25097.73251953125,25079.12,50.48041866895591,1.4404322666123337,3.6785368745078335,-2.2381046078955
2026-01-27 07:40:00+00:00,25088.94921875,25090.900390625,25071.150390625,25089.5,0,25099.02998046875,25080.113984375,50.34616983470482,1.340190813112713,3.21086766222881,-1.870676849116097
2026-01-27 07:45:00+00:00,25098.05078125,25099.5,25081.19921875,25089.099609375,0,25099.40751953125,25081.115,52.25954653633239,1.9724318018161284,2.9631804901462737,-0.9907486883301452
2026-01-27 07:50:00+00:00,25103.55078125,25112.75,25085.900390625,25098.599609375,0,25096.8525390625,25081.891015625,53.427455811753816,2.884045889237313,2.947353569964482,-0.0633076807271684
2026-01-27 07:55:00+00:00,25120.900390625,25123.69921875,25089.849609375,25102.400390625,0,25097.4900390625,25084.1100390625,57.00095032829078,4.949421253866603,3.3477671067449064,1.601654147121697
2026-01-27 08:00:00+00:00,25106.900390625,25132.25,25106.5,25122.69921875,0,25098.49755859375,25087.3200390625,53.43779539109652,5.394380058020033,3.757089696999932,1.637290361020101
2026-01-27 08:05:00+00:00,25031.69921875,25108.55078125,25027.69921875,25107.25,0,25094.9,25088.7830078125,39.24619378647227,-0.317433792664815,2.942184999066983,-3.259618791731798
2026-01-27 08:10:00+00:00,25045.25,25064.099609375,25018.0,25033.599609375,0,25091.47998046875,25089.8980078125,42.22372827957369,-3.7079101424278633,1.6121659707680136,-5.320076113195877
2026-01-27 08:15:00+00:00,25058.650390625,25060.75,25040.650390625,25046.150390625,0,25088.65,25089.241015625,45.08971901976636,-5.253033840763237,0.2391260084617634,-5.492159849225001
2026-01-27 08:20:00+00:00,25043.44921875,25065.900390625,25036.94921875,25059.80078125,0,25084.80498046875,25087.1580078125,42.51342369812764,-7.616366302812821,-1.3319724537931534,-6.284393849019668
2026-01-27 08:25:00+00:00,25049.349609375,25065.650390625,25039.599609375,25043.75,0,25082.675,25085.101015625,43.854403372856446,-8.910497426324582,-2.84767744829944,-6.062819978025143
2026-01-27 08:30:00+00:00,25016.55078125,25055.650390625,25013.150390625,25050.849609375,0,25077.12255859375,25082.68703125,38.480838201754096,-12.439304425643058,-4.766002843768163,-7.673301581874895
2026-01-27 08:35:00+00:00,25024.44921875,25033.099609375,24998.25,25017.400390625,0,25073.2400390625,25080.9980078125,40.3755418912755,-14.432206012847018,-6.699243477583934,-7.732962535263084
2026-01-27 08:40:00+00:00,25034.55078125,25059.400390625,25024.349609375,25026.05078125,0,25070.0275390625,25079.0830078125,42.80184451526856,-15.023303911511904,-8.36405556436953,-6.659248347142373
2026-01-27 08:45:00+00:00,25029.349609375,25039.5,25024.05078125,25034.900390625,0,25067.175,25077.681015625,41.85737095766683,-15.730117355917171,-9.83726792267906,-5.892849433238114
2026-01-27 08:50:00+00:00,25021.25,25032.849609375,25007.849609375,25030.05078125,0,25064.2599609375,25075.53703125,40.36366383702753,-16.75075066158024,-11.219964470459296,-5.530786191120946
2026-01-27 08:55:00+00:00,25032.650390625,25039.44921875,25019.0,25022.69921875,0,25062.96748046875,25072.658046875,43.42397961317735,-16.45006752457266,-12.265985081281968,-4.184082443290691
2026-01-27 09:00:00+00:00,25041.75,25051.099609375,25024.44921875,25032.69921875,0,25060.33994140625,25070.26203125,45.814150087111855,-15.301129646300978,-12.87301399428577,-2.428115652015208
2026-01-27 09:05:00+00:00,25092.400390625,25093.05078125,25040.650390625,25042.30078125,0,25060.5125,25069.7560546875,56.76356860544081,-10.186105792705348,-12.335632353969686,2.149526561264338
2026-01-27 09:10:00+00:00,25087.599609375,25108.650390625,25084.849609375,25093.099609375,0,25060.84501953125,25068.9350390625,55.61641400392817,-6.445495798663615,-11.157605042908472,4.712109244244859
2026-01-27 09:15:00+00:00,25115.19921875,25116.05078125,25088.30078125,25088.900390625,0,25062.125,25069.026015625,60.55214371762614,-1.2396872685858398,-9.174021488043946,7.934334219458107
2026-01-27 09:20:00+00:00,25142.5,25145.80078125,25115.150390625,25115.900390625,0,25064.8025390625,25071.276015625,64.73032485007,5.0309052380907815,-6.333036142817001,11.363941380907782
2026-01-27 09:25:00+00:00,25139.44921875,25155.30078125,25116.55078125,25143.599609375,0,25066.8724609375,25073.2380078125,63.91563623098896,9.643063196454024,-3.1378162749627965,12.78087947141682
2026-01-27 09:30:00+00:00,25128.849609375,25145.55078125,25100.75,25141.19921875,0,25068.13740234375,25075.921015625,61.04108797295858,12.301131923701178,-0.0500266352300018,12.35115855893118
2026-01-27 09:35:00+00:00,25147.69921875,25160.25,25125.900390625,25130.5,0,25069.47734375,25079.21,64.13055996181009,15.74715310546526,3.1094093129090505,12.637743792556208
2026-01-27 09:40:00+00:00,25170.400390625,25175.349609375,25142.75,25142.94921875,0,25072.65234375,25082.3969921875,67.47571188834476,20.07849220820572,6.503225891968384,13.575266316237332
